date,swe,sitenum
2004-01-20,243.7613149118628,11319500
2004-01-20,41.17062530295686,11335000
2004-01-20,30.564656395963976,11377100
2004-01-20,266.1164309031556,11525500
2004-01-21,217.88086280411338,11270900
2004-01-21,255.5031174229304,11289650
2004-01-21,243.19914244878512,11319500
2004-01-21,41.001938923897235,11335000
2004-01-21,29.76199323888416,11377100
2004-01-21,261.95175915850564,11525500
2004-01-22,216.6731878605468,11270900
2004-01-22,254.54797367509525,11289650
2004-01-22,242.47546450690805,11319500
2004-01-22,40.86718371303926,11335000
2004-01-22,29.18977574772264,11377100
2004-01-22,259.0609357997824,11525500
2004-01-23,215.39478304489592,11270900
2004-01-23,253.15829580879807,11289650
2004-01-23,241.46069556931872,11319500
2004-01-23,40.704798836645665,11335000
2004-01-23,28.568088565456375,11377100
2004-01-23,256.1744649981864,11525500
2004-01-24,214.7271131176323,11270900
2004-01-24,252.02303429165224,11289650
2004-01-24,239.87613149118627,11319500
2004-01-24,40.3873000484731,11335000
2004-01-24,28.018967252458,11377100
2004-01-24,253.47624229234674,11525500
2004-01-25,214.04539754201153,11270900
2004-01-25,250.89452719085557,11289650
2004-01-25,238.7227251071939,11319500
2004-01-25,40.04944255937954,11335000
2004-01-25,27.803385719078218,11377100
2004-01-25,250.97569822270583,11525500
2004-01-26,212.60321043391022,11270900
2004-01-26,249.8488049878767,11289650
2004-01-26,238.2501191043354,11319500
2004-01-26,39.854095976732914,11335000
2004-01-26,27.67151815437021,11377100
2004-01-26,250.05875952121872,11525500
2004-01-27,212.31326812139454,11270900
2004-01-27,249.53550398337376,11289650
2004-01-27,238.2124821343497,11319500
2004-01-27,39.938439166262725,11335000
2004-01-27,30.322727155428247,11377100
2004-01-27,254.7758433079434,11525500
2004-01-28,213.05116629044394,11270900
2004-01-28,272.2916522341531,11289650
2004-01-28,249.76703191996188,11319500
2004-01-28,42.58894813378575,11335000
2004-01-28,34.673582617222785,11377100
2004-01-28,299.53391367428367,11525500
2004-01-29,212.61324303987962,11270900
2004-01-29,271.831312781434,11289650
2004-01-29,249.43401619818962,11319500
2004-01-29,42.42317014057198,11335000
2004-01-29,33.9750716110552,11377100
2004-01-29,298.2361262241567,11525500
2004-01-30,211.9613744670178,11270900
2004-01-30,270.89729823346033,11289650
2004-01-30,248.44306812767985,11319500
2004-01-30,41.97770237518177,11335000
2004-01-30,31.920156899176796,11377100
2004-01-30,294.9027928908234,11525500
2004-01-31,210.87308753448707,11270900
2004-01-31,269.23917561482506,11289650
2004-01-31,247.32777513101476,11319500
2004-01-31,41.373242850218126,11335000
2004-01-31,31.542050527728318,11377100
2004-01-31,293.7457381211462,11525500
2004-02-01,210.31502382743918,11270900
2004-02-01,268.7360581918947,11289650
2004-02-01,246.95474035254884,11319500
2004-02-01,41.147358216190014,11335000
2004-02-01,31.43224690975717,11377100
2004-02-01,293.3583605368154,11525500
2004-02-02,210.15425131677952,11270900
2004-02-02,268.62019397298235,11289650
2004-02-02,246.62267746545973,11319500
2004-02-02,40.936015511391176,11335000
2004-02-02,31.38440298314882,11377100
2004-02-02,293.49474066013784,11525500
2004-02-03,223.3453724604966,11270900
2004-02-03,282.58780741253895,11289650
2004-02-03,259.2915674130538,11319500
2004-02-03,45.969461948618516,11335000
2004-02-03,33.16931175969653,11377100
2004-02-03,304.37395719985494,11525500
2004-02-04,223.95385001254076,11270900
2004-02-04,283.9883962590925,11289650
2004-02-04,260.73511195807527,11319500
2004-02-04,46.00775569558895,11335000
2004-02-04,33.01971562024206,11377100
2004-02-04,305.74646354733403,11525500
2004-02-05,234.82392776523702,11270900
2004-02-05,301.054208520956,11289650
2004-02-05,283.1429252024774,11319500
2004-02-05,46.929714008725156,11335000
2004-02-05,35.362390647983275,11377100
2004-02-05,311.81356546971347,11525500
2004-02-06,231.7958364685227,11270900
2004-02-06,298.9270869414617,11289650
2004-02-06,282.3382563125298,11319500
2004-02-06,46.63451284537082,11335000
2004-02-06,35.04128925705143,11377100
2004-02-06,310.44250997461006,11525500
2004-02-07,230.8459994983697,11270900
2004-02-07,297.55957741600275,11289650
